id,ref_id,left_id,right_id,compared_result,reason
348,8,12,13,0,"[[1,0,0,1,4],[1,0,0,1,4]]"
349,8,12,14,1,"[[1,0,0,1,4],[1,0,0,1,5]]"
350,8,13,14,1,"[[1,0,0,1,4],[1,0,0,1,5]]"
351,9,3,4,-1,"[[0,0,1,0.5,3],[0,0,1,0.5,2]]"
352,9,3,5,1,"[[0,0,1,0.5,3],[0,0,1,0.5,4]]"
353,9,3,6,0,"[[0,0,1,0.5,3],[0,0,1,0.5,3]]"
354,9,3,7,-1,"[[0,0,1,0.5,3],[0,0,0,1,1]]"
355,9,3,8,-1,"[[0,0,1,0.5,3],[0,0,0,1,2]]"
356,9,3,10,-1,"[[0,0,1,0.5,3],[0,0,0,1,1]]"
357,9,3,11,1,"[[0,0,1,0.5,3],[1,0,0,1,3]]"
358,9,3,12,1,"[[0,0,1,0.5,3],[1,0,0,1,2]]"
359,9,3,13,1,"[[0,0,1,0.5,3],[1,0,0,1,4]]"
360,9,3,14,1,"[[0,0,1,0.5,3],[1,0,0,1,3]]"
361,9,4,5,1,"[[0,0,1,0.5,2],[0,0,1,0.5,4]]"
362,9,4,6,1,"[[0,0,1,0.5,2],[0,0,1,0.5,3]]"
363,9,4,7,-1,"[[0,0,1,0.5,2],[0,0,0,1,1]]"
364,9,4,8,-1,"[[0,0,1,0.5,2],[0,0,0,1,2]]"
365,9,4,10,-1,"[[0,0,1,0.5,2],[0,0,0,1,1]]"
366,9,4,11,1,"[[0,0,1,0.5,2],[1,0,0,1,3]]"
367,9,4,12,1,"[[0,0,1,0.5,2],[1,0,0,1,2]]"
368,9,4,13,1,"[[0,0,1,0.5,2],[1,0,0,1,4]]"
369,9,4,14,1,"[[0,0,1,0.5,2],[1,0,0,1,3]]"
370,9,5,6,-1,"[[0,0,1,0.5,4],[0,0,1,0.5,3]]"
371,9,5,7,-1,"[[0,0,1,0.5,4],[0,0,0,1,1]]"
372,9,5,8,-1,"[[0,0,1,0.5,4],[0,0,0,1,2]]"
373,9,5,10,-1,"[[0,0,1,0.5,4],[0,0,0,1,1]]"
374,9,5,11,1,"[[0,0,1,0.5,4],[1,0,0,1,3]]"
375,9,5,12,1,"[[0,0,1,0.5,4],[1,0,0,1,2]]"
376,9,5,13,1,"[[0,0,1,0.5,4],[1,0,0,1,4]]"
377,9,5,14,1,"[[0,0,1,0.5,4],[1,0,0,1,3]]"
378,9,6,7,-1,"[[0,0,1,0.5,3],[0,0,0,1,1]]"
379,9,6,8,-1,"[[0,0,1,0.5,3],[0,0,0,1,2]]"
380,9,6,10,-1,"[[0,0,1,0.5,3],[0,0,0,1,1]]"
381,9,6,11,1,"[[0,0,1,0.5,3],[1,0,0,1,3]]"
382,9,6,12,1,"[[0,0,1,0.5,3],[1,0,0,1,2]]"
383,9,6,13,1,"[[0,0,1,0.5,3],[1,0,0,1,4]]"
384,9,6,14,1,"[[0,0,1,0.5,3],[1,0,0,1,3]]"
385,9,7,8,1,"[[0,0,0,1,1],[0,0,0,1,2]]"
386,9,7,10,0,"[[0,0,0,1,1],[0,0,0,1,1]]"
387,9,7,11,1,"[[0,0,0,1,1],[1,0,0,1,3]]"
388,9,7,12,1,"[[0,0,0,1,1],[1,0,0,1,2]]"
389,9,7,13,1,"[[0,0,0,1,1],[1,0,0,1,4]]"
390,9,7,14,1,"[[0,0,0,1,1],[1,0,0,1,3]]"
391,9,8,10,-1,"[[0,0,0,1,2],[0,0,0,1,1]]"
392,9,8,11,1,"[[0,0,0,1,2],[1,0,0,1,3]]"
393,9,8,12,1,"[[0,0,0,1,2],[1,0,0,1,2]]"
394,9,8,13,1,"[[0,0,0,1,2],[1,0,0,1,4]]"
395,9,8,14,1,"[[0,0,0,1,2],[1,0,0,1,3]]"
396,9,10,11,1,"[[0,0,0,1,1],[1,0,0,1,3]]"
397,9,10,12,1,"[[0,0,0,1,1],[1,0,0,1,2]]"
398,9,10,13,1,"[[0,0,0,1,1],[1,0,0,1,4]]"
399,9,10,14,1,"[[0,0,0,1,1],[1,0,0,1,3]]"
400,9,11,12,-1,"[[1,0,0,1,3],[1,0,0,1,2]]"
401,9,11,13,1,"[[1,0,0,1,3],[1,0,0,1,4]]"
402,9,11,14,0,"[[1,0,0,1,3],[1,0,0,1,3]]"
403,9,12,13,1,"[[1,0,0,1,2],[1,0,0,1,4]]"
404,9,12,14,1,"[[1,0,0,1,2],[1,0,0,1,3]]"
405,9,13,14,-1,"[[1,0,0,1,4],[1,0,0,1,3]]"
406,10,3,4,-1,"[[0,0,1,0.5,4],[0,0,1,0.5,3]]"
407,10,3,5,1,"[[0,0,1,0.5,4],[0,0,1,0.5,5]]"
408,10,3,6,0,"[[0,0,1,0.5,4],[0,0,1,0.5,4]]"
409,10,3,7,-1,"[[0,0,1,0.5,4],[0,0,0,1,2]]"
410,10,3,8,-1,"[[0,0,1,0.5,4],[0,0,0,1,1]]"
411,10,3,9,-1,"[[0,0,1,0.5,4],[0,0,0,1,1]]"
412,10,3,11,1,"[[0,0,1,0.5,4],[1,0,0,1,4]]"
413,10,3,12,1,"[[0,0,1,0.5,4],[1,0,0,1,3]]"
414,10,3,13,1,"[[0,0,1,0.5,4],[1,0,0,1,5]]"
415,10,3,14,1,"[[0,0,1,0.5,4],[1,0,0,1,4]]"
416,10,4,5,1,"[[0,0,1,0.5,3],[0,0,1,0.5,5]]"
417,10,4,6,1,"[[0,0,1,0.5,3],[0,0,1,0.5,4]]"
418,10,4,7,-1,"[[0,0,1,0.5,3],[0,0,0,1,2]]"
