-0.060484,0.39818,0.23878,-0.15344,0.011705,-0.027071,0.051823,0.048704,-0.076196,0.54761,0.13815,-0.58253,-0.18734,0.22827
0.046483,-0.12951,-0.07158,0.13074,0.077717,0.0091492,-0.039268,-0.005092,0.046159,0.11163,-0.05388,-0.11722,-0.6841,-0.67226
0.044261,0.28798,-0.20754,-0.16322,0.023225,0.0097869,0.17765,0.12217,0.050322,0.086183,0.5487,0.56762,-0.36587,0.17659
0.047368,0.25702,-0.35299,-0.037433,0.39217,-0.089335,0.6324,0.27093,0.15512,-0.15138,-0.20378,-0.19083,0.16145,-0.13998
0.066493,0.46162,-0.1661,-0.37998,0.21884,-0.31481,-0.44202,-0.29479,-0.19907,-0.32426,-0.16108,-0.020183,-0.079085,-0.062086
0.036956,0.40746,-0.36866,0.48976,-0.20965,0.48926,-0.27536,0.18517,-0.082229,-0.16602,0.020844,-0.16148,-0.0015603,0.050524
-0.31215,0.0077891,0.18599,-0.084819,-0.08536,-0.078268,-0.12985,0.16665,0.66654,-0.46973,0.18638,-0.24324,-0.17719,0.11156
-0.33762,0.066353,0.27473,-0.055104,0.015778,0.41224,0.40855,-0.37301,-0.3509,-0.3737,-0.048535,-0.018511,-0.23691,0.072348
-0.36943,-0.028446,0.03435,0.36894,-0.067647,-0.57954,0.03172,0.35056,-0.46507,-0.15216,0.077891,-0.0096707,-0.10252,0.070378
-0.38779,-0.16858,0.020138,-0.11142,0.67506,0.32746,-0.32823,0.31919,-0.10139,0.11976,0.031231,0.081908,0.055635,0.020628
0.38253,-0.082439,0.21943,-0.44566,-0.23033,0.17327,-0.0085931,0.58898,-0.29656,-0.25391,-0.011661,-0.078015,-0.047171,-0.095921
0.29811,-0.19229,-0.054194,0.13617,0.18281,-0.029054,-0.013771,0.053876,0.060619,-0.038958,-0.45688,0.027519,-0.46853,0.61734
0.34946,0.33136,0.64855,0.39895,0.32531,-0.037743,-0.016528,0.03463,0.088985,-0.095116,0.046327,0.19525,0.082451,-0.12469
0.35859,-0.33062,-0.15272,0.10955,0.29584,-0.034032,0.0047851,-0.21304,-0.15986,-0.22757,0.59487,-0.38801,0.032468,0.0993
