tool,pid,dataset,session,index,action,time,data,fields,fields_count,is_aggregated,vars,vars_count,selected_fields,selected_fields_count,selected_vars,selected_vars_count,has_extra_field,isDrilldown,shorthand,spec,marktype,tooltip_count,hovered_data,bookmark_removed
polestar,14,Birdstrikes,1,224,BOOKMARK_ADD,3/24/2015 17:24:00,"""mark=bar|x=When__Time_of_day,O|y=sum_Cost__Total_$,Q""","sum_Cost__Total_$,Q|When__Time_of_day,O",2,TRUE,"Cost__Total_$,When__Time_of_day",2,,,,,,,"mark=bar|x=When__Time_of_day,O|y=sum_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Time_of_day""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,255,BOOKMARK_ADD,3/24/2015 17:25:00,"""mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q""","Aircraft__Airline_Operator,O|sum_Cost__Total_$,Q",2,TRUE,"Aircraft__Airline_Operator,Cost__Total_$",2,,,,,,,"mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,290,BOOKMARK_ADD,3/24/2015 17:27:00,"""mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q|color=Origin_State,O""","Aircraft__Airline_Operator,O|sum_Cost__Total_$,Q|Origin_State,O",3,TRUE,"Aircraft__Airline_Operator,Cost__Total_$,Origin_State",3,,,,,,,"mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q|color=Origin_State,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,302,BOOKMARK_ADD,3/24/2015 17:27:00,"""mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q|color=Airport__Name,O""","Aircraft__Airline_Operator,O|Airport__Name,O|sum_Cost__Total_$,Q",3,TRUE,"Aircraft__Airline_Operator,Airport__Name,Cost__Total_$",3,,,,,,,"mark=bar|x=Aircraft__Airline_Operator,O|y=sum_Cost__Total_$,Q|color=Airport__Name,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""Airport__Name""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,390,BOOKMARK_ADD,3/24/2015 17:29:00,"""mark=bar|x=Wildlife__Size,O|y=sum_Cost__Total_$,Q""","sum_Cost__Total_$,Q|Wildlife__Size,O",2,TRUE,"Cost__Total_$,Wildlife__Size",2,,,,,,,"mark=bar|x=Wildlife__Size,O|y=sum_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Wildlife__Size""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,459,BOOKMARK_ADD,3/24/2015 17:31:00,"""mark=bar|x=Wildlife__Size,O|y=sum_Cost__Total_$,Q|color=Origin_State,O""","sum_Cost__Total_$,Q|Origin_State,O|Wildlife__Size,O",3,TRUE,"Cost__Total_$,Origin_State,Wildlife__Size",3,,,,,,,"mark=bar|x=Wildlife__Size,O|y=sum_Cost__Total_$,Q|color=Origin_State,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Wildlife__Size""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,536,BOOKMARK_ADD,3/24/2015 17:34:00,"""mark=bar|x=Wildlife__Species,O|y=sum_Cost__Total_$,Q|color=Origin_State,O""","sum_Cost__Total_$,Q|Origin_State,O|Wildlife__Species,O",3,TRUE,"Cost__Total_$,Origin_State,Wildlife__Species",3,,,,,,,"mark=bar|x=Wildlife__Species,O|y=sum_Cost__Total_$,Q|color=Origin_State,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Wildlife__Species""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,640,BOOKMARK_ADD,3/24/2015 17:36:00,"""mark=bar|x=Aircraft__Make_Model,O|y=sum_Cost__Total_$,Q|color=When__Time_of_day,O""","Aircraft__Make_Model,O|sum_Cost__Total_$,Q|When__Time_of_day,O",3,TRUE,"Aircraft__Make_Model,Cost__Total_$,When__Time_of_day",3,,,,,,,"mark=bar|x=Aircraft__Make_Model,O|y=sum_Cost__Total_$,Q|color=When__Time_of_day,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Make_Model""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""When__Time_of_day""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,660,BOOKMARK_ADD,3/24/2015 17:37:00,"""mark=bar|x=Aircraft__Make_Model,O|y=avg_Cost__Total_$,Q|color=When__Time_of_day,O""","Aircraft__Make_Model,O|avg_Cost__Total_$,Q|When__Time_of_day,O",3,TRUE,"Aircraft__Make_Model,Cost__Total_$,When__Time_of_day",3,,,,,,,"mark=bar|x=Aircraft__Make_Model,O|y=avg_Cost__Total_$,Q|color=When__Time_of_day,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Make_Model""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""},""color"":{""type"":""O"",""name"":""When__Time_of_day""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,667,BOOKMARK_ADD,3/24/2015 17:37:00,"""mark=bar|x=Aircraft__Make_Model,O|y=avg_Cost__Total_$,Q""","Aircraft__Make_Model,O|avg_Cost__Total_$,Q",2,TRUE,"Aircraft__Make_Model,Cost__Total_$",2,,,,,,,"mark=bar|x=Aircraft__Make_Model,O|y=avg_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Aircraft__Make_Model""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,676,BOOKMARK_ADD,3/24/2015 17:37:00,"""mark=bar|x=Origin_State,O|y=avg_Cost__Total_$,Q""","avg_Cost__Total_$,Q|Origin_State,O",2,TRUE,"Cost__Total_$,Origin_State",2,,,,,,,"mark=bar|x=Origin_State,O|y=avg_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Origin_State""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,692,BOOKMARK_ADD,3/24/2015 17:38:00,"""mark=bar|x=Origin_State,O|y=avg_Cost__Total_$,Q|color=Wildlife__Size,O""","avg_Cost__Total_$,Q|Origin_State,O|Wildlife__Size,O",3,TRUE,"Cost__Total_$,Origin_State,Wildlife__Size",3,,,,,,,"mark=bar|x=Origin_State,O|y=avg_Cost__Total_$,Q|color=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Origin_State""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""},""color"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
polestar,14,Birdstrikes,1,814,BOOKMARK_ADD,3/24/2015 17:43:00,"""mark=bar|x=Origin_State,O|y=count_*,Q|color=Wildlife__Species,O""","count_*,Q|Origin_State,O|Wildlife__Species,O",3,TRUE,"Origin_State,Wildlife__Species",2,,,,,,,"mark=bar|x=Origin_State,O|y=count_*,Q|color=Wildlife__Species,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Origin_State""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""O"",""name"":""Wildlife__Species""}}}",bar,,,FALSE
voyager,14,Movies,2,158,BOOKMARK_ADD,3/24/2015 18:09:00,"""mark=bar|x=count_*,Q|y=Title,O""","count_*,Q|Title,O",2,TRUE,Title,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Title,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Title""}}}",bar,,,FALSE
voyager,14,Movies,2,183,BOOKMARK_ADD,3/24/2015 18:10:00,"""mark=line|x=year_Release_Date,T|y=count_*,Q""","count_*,Q|year_year_Release_Date,T",2,TRUE,year_Release_Date,1,,0,,0,TRUE,FALSE,"mark=line|x=year_year_Release_Date,T|y=count_*,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",line,,,FALSE
voyager,14,Movies,2,299,BOOKMARK_ADD,3/24/2015 18:13:00,"""mark=bar|x=bin_Rotten_Tomatoes_Rating,Q|y=count_*,Q""","count_*,Q|bin_Rotten_Tomatoes_Rating,Q",2,TRUE,Rotten_Tomatoes_Rating,1,,0,,0,TRUE,FALSE,"mark=bar|x=bin_Rotten_Tomatoes_Rating,Q|y=count_*,Q","{""marktype"":""bar"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",bar,,,FALSE
voyager,14,Movies,2,324,BOOKMARK_ADD,3/24/2015 18:14:00,"""mark=bar|x=bin_IMDB_Rating,Q|y=count_*,Q""","count_*,Q|bin_IMDB_Rating,Q",2,TRUE,IMDB_Rating,1,,0,,0,TRUE,FALSE,"mark=bar|x=bin_IMDB_Rating,Q|y=count_*,Q","{""marktype"":""bar"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",bar,,,FALSE
voyager,14,Movies,2,449,BOOKMARK_ADD,3/24/2015 18:18:00,"""mark=point|x=Distributor,O|y=Major_Genre,O|size=count_*,Q""","count_*,Q|Distributor,O|Major_Genre,O",3,TRUE,"Distributor,Major_Genre",2,"Distributor,O|Major_Genre,O",2,"Distributor,Major_Genre",2,TRUE,TRUE,"mark=point|x=Distributor,O|y=Major_Genre,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Distributor""},""y"":{""type"":""O"",""name"":""Major_Genre""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,14,Movies,2,539,BOOKMARK_ADD,3/24/2015 18:19:00,"""mark=bar|x=avg_US_Gross,Q|y=Major_Genre,O""","Major_Genre,O|avg_US_Gross,Q",2,TRUE,"Major_Genre,US_Gross",2,"Major_Genre,O|US_Gross,Q",2,"Major_Genre,US_Gross",2,FALSE,FALSE,"mark=bar|x=avg_US_Gross,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""US_Gross"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
voyager,14,Movies,2,584,BOOKMARK_ADD,3/24/2015 18:20:00,"""mark=bar|x=avg_US_DVD_Sales,Q|y=Major_Genre,O""","Major_Genre,O|avg_US_DVD_Sales,Q",2,TRUE,"Major_Genre,US_DVD_Sales",2,"Major_Genre,O|US_DVD_Sales,Q",2,"Major_Genre,US_DVD_Sales",2,FALSE,FALSE,"mark=bar|x=avg_US_DVD_Sales,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
voyager,14,Movies,2,744,BOOKMARK_ADD,3/24/2015 18:25:00,"""mark=bar|x=count_*,Q|y=Director,O""","count_*,Q|Director,O",2,TRUE,Director,1,"Director,O",1,Director,1,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Director,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Director""}}}",bar,,,FALSE
voyager,14,Movies,2,773,BOOKMARK_ADD,3/24/2015 18:26:00,"""mark=point|x=Director,O|y=Major_Genre,O|size=count_*,Q""","count_*,Q|Director,O|Major_Genre,O",3,TRUE,"Director,Major_Genre",2,"Director,O|Major_Genre,O",2,"Director,Major_Genre",2,TRUE,TRUE,"mark=point|x=Director,O|y=Major_Genre,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Director""},""y"":{""type"":""O"",""name"":""Major_Genre""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,14,Movies,2,810,BOOKMARK_ADD,3/24/2015 18:27:00,"""mark=bar|x=sum_US_DVD_Sales,Q|y=Major_Genre,O""","Major_Genre,O|sum_US_DVD_Sales,Q",2,TRUE,"Major_Genre,US_DVD_Sales",2,"Major_Genre,O|US_DVD_Sales,Q",2,"Major_Genre,US_DVD_Sales",2,FALSE,FALSE,"mark=bar|x=sum_US_DVD_Sales,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,TRUE
voyager,14,Movies,2,811,BOOKMARK_REMOVE,3/24/2015 18:27:00,"""mark=bar|x=sum_US_DVD_Sales,Q|y=Major_Genre,O""","Major_Genre,O|sum_US_DVD_Sales,Q",2,TRUE,"Major_Genre,US_DVD_Sales",2,"Major_Genre,O|US_DVD_Sales,Q",2,"Major_Genre,US_DVD_Sales",2,FALSE,FALSE,"mark=bar|x=sum_US_DVD_Sales,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,
voyager,14,Movies,2,841,BOOKMARK_ADD,3/24/2015 18:27:00,"""mark=bar|x=avg_Worldwide_Gross,Q|y=Major_Genre,O""","Major_Genre,O|avg_Worldwide_Gross,Q",2,TRUE,"Major_Genre,Worldwide_Gross",2,"Major_Genre,O|Worldwide_Gross,Q",2,"Major_Genre,Worldwide_Gross",2,FALSE,FALSE,"mark=bar|x=avg_Worldwide_Gross,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Worldwide_Gross"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
voyager,14,Movies,2,892,BOOKMARK_ADD,3/24/2015 18:29:00,"""mark=bar|x=bin_IMDB_Rating,Q|y=avg_Worldwide_Gross,Q""","bin_IMDB_Rating,Q|avg_Worldwide_Gross,Q",2,TRUE,"IMDB_Rating,Worldwide_Gross",2,"IMDB_Rating,Q|Worldwide_Gross,Q",2,"IMDB_Rating,Worldwide_Gross",2,FALSE,FALSE,"mark=bar|x=bin_IMDB_Rating,Q|y=avg_Worldwide_Gross,Q","{""marktype"":""bar"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross"",""aggr"":""avg""}}}",bar,,,FALSE
voyager,14,Movies,2,916,BOOKMARK_ADD,3/24/2015 18:29:00,"""mark=bar|x=bin_Production_Budget,Q|y=avg_Worldwide_Gross,Q""","bin_Production_Budget,Q|avg_Worldwide_Gross,Q",2,TRUE,"Production_Budget,Worldwide_Gross",2,"Production_Budget,Q|Worldwide_Gross,Q",2,"Production_Budget,Worldwide_Gross",2,FALSE,FALSE,"mark=bar|x=bin_Production_Budget,Q|y=avg_Worldwide_Gross,Q","{""marktype"":""bar"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross"",""aggr"":""avg""}}}",bar,,,FALSE
voyager,14,Movies,2,1185,BOOKMARK_ADD,3/24/2015 18:35:00,"""mark=point|x=year_Release_Date,T|y=Distributor,O|size=count_*,Q""","count_*,Q|Distributor,O|year_year_Release_Date,T",3,TRUE,"Distributor,year_Release_Date",2,"Distributor,O|Release_Date,T",2,"Distributor,Release_Date",2,TRUE,TRUE,"mark=point|x=year_year_Release_Date,T|y=Distributor,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Distributor""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
voyager,14,Movies,2,1300,BOOKMARK_ADD,3/24/2015 18:38:00,"""mark=point|x=year_Release_Date,T|y=Director,O|size=count_*,Q""","count_*,Q|Director,O|year_year_Release_Date,T",3,TRUE,"Director,year_Release_Date",2,"Director,O|Release_Date,T",2,"Director,Release_Date",2,TRUE,FALSE,"mark=point|x=year_year_Release_Date,T|y=Director,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Director""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
polestar,118,Movies,2,44,BOOKMARK_ADD,3/23/2015 17:26:00,"""mark=bar|x=count_*,Q|y=Creative_Type,O""","count_*,Q|Creative_Type,O",2,TRUE,Creative_Type,1,,,,,,,"mark=bar|x=count_*,Q|y=Creative_Type,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Creative_Type""}}}",bar,,,FALSE
polestar,118,Movies,2,96,BOOKMARK_ADD,3/23/2015 17:28:00,"""mark=bar|x=count_*,Q|y=Major_Genre,O""","count_*,Q|Major_Genre,O",2,TRUE,Major_Genre,1,,,,,,,"mark=bar|x=count_*,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
polestar,118,Movies,2,131,BOOKMARK_ADD,3/23/2015 17:29:00,"""mark=point|x=Creative_Type,O|y=Major_Genre,O|size=count_*,Q""","count_*,Q|Creative_Type,O|Major_Genre,O",3,TRUE,"Creative_Type,Major_Genre",2,,,,,,,"mark=point|x=Creative_Type,O|y=Major_Genre,O|size=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Creative_Type""},""y"":{""type"":""O"",""name"":""Major_Genre""},""size"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,FALSE
polestar,118,Movies,2,204,BOOKMARK_ADD,3/23/2015 17:31:00,"""mark=bar|x=Major_Genre,O|y=avg_Running_Time_min,Q""","Major_Genre,O|avg_Running_Time_min,Q",2,TRUE,"Major_Genre,Running_Time_min",2,,,,,,,"mark=bar|x=Major_Genre,O|y=avg_Running_Time_min,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Major_Genre""},""y"":{""type"":""Q"",""name"":""Running_Time_min"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,118,Movies,2,236,BOOKMARK_ADD,3/23/2015 17:32:00,"""mark=point|x=Running_Time_min,Q|y=Major_Genre,O""","Major_Genre,O|Running_Time_min,Q",2,FALSE,"Major_Genre,Running_Time_min",2,,,,,,,"mark=point|x=Running_Time_min,Q|y=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Running_Time_min""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
polestar,118,Movies,2,285,BOOKMARK_ADD,3/23/2015 17:33:00,"""mark=point|x=year_Release_Date,T|y=Major_Genre,O""","Major_Genre,O|year_year_Release_Date,T",2,FALSE,"Major_Genre,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
polestar,118,Movies,2,319,BOOKMARK_ADD,3/23/2015 17:34:00,"""mark=point|x=year_Release_Date,T|y=count_*,Q""","count_*,Q|year_year_Release_Date,T",2,TRUE,year_Release_Date,1,,,,,,,"mark=point|x=year_year_Release_Date,T|y=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,TRUE
polestar,118,Movies,2,337,BOOKMARK_ADD,3/23/2015 17:35:00,"""mark=bar|x=year_Release_Date,T|y=count_*,Q""","count_*,Q|year_year_Release_Date,T",2,TRUE,year_Release_Date,1,,,,,,,"mark=bar|x=year_year_Release_Date,T|y=count_*,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",bar,,,FALSE
polestar,118,Movies,2,350,BOOKMARK_REMOVE,3/23/2015 17:35:00,"""mark=point|x=year_Release_Date,T|y=count_*,Q""","count_*,Q|year_year_Release_Date,T",2,TRUE,year_Release_Date,1,,,,,,,"mark=point|x=year_year_Release_Date,T|y=count_*,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",point,,,
polestar,118,Movies,2,381,BOOKMARK_ADD,3/23/2015 17:35:00,"""mark=line|x=year_Release_Date,T|y=avg_Running_Time_min,Q""","avg_Running_Time_min,Q|year_year_Release_Date,T",2,TRUE,"Running_Time_min,year_Release_Date",2,,,,,,,"mark=line|x=year_year_Release_Date,T|y=avg_Running_Time_min,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Running_Time_min"",""aggr"":""avg""}}}",line,,,FALSE
polestar,118,Movies,2,413,BOOKMARK_ADD,3/23/2015 17:36:00,"""mark=point|x=month_Release_Date,T|y=avg_Production_Budget,Q""","avg_Production_Budget,Q|month_month_Release_Date,T",2,TRUE,"Production_Budget,month_Release_Date",2,,,,,,,"mark=point|x=month_month_Release_Date,T|y=avg_Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""month_Release_Date"",""fn"":""month""},""y"":{""type"":""Q"",""name"":""Production_Budget"",""aggr"":""avg""}}}",point,,,TRUE
polestar,118,Movies,2,425,BOOKMARK_ADD,3/23/2015 17:36:00,"""mark=bar|x=month_Release_Date,T|y=avg_Production_Budget,Q""","avg_Production_Budget,Q|month_month_Release_Date,T",2,TRUE,"Production_Budget,month_Release_Date",2,,,,,,,"mark=bar|x=month_month_Release_Date,T|y=avg_Production_Budget,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""T"",""name"":""month_Release_Date"",""fn"":""month""},""y"":{""type"":""Q"",""name"":""Production_Budget"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,118,Movies,2,440,BOOKMARK_REMOVE,3/23/2015 17:36:00,"""mark=point|x=month_Release_Date,T|y=avg_Production_Budget,Q""","avg_Production_Budget,Q|month_month_Release_Date,T",2,TRUE,"Production_Budget,month_Release_Date",2,,,,,,,"mark=point|x=month_month_Release_Date,T|y=avg_Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""month_Release_Date"",""fn"":""month""},""y"":{""type"":""Q"",""name"":""Production_Budget"",""aggr"":""avg""}}}",point,,,
polestar,118,Movies,2,476,BOOKMARK_ADD,3/23/2015 17:37:00,"""mark=point|x=IMDB_Rating,Q|y=Rotten_Tomatoes_Rating,Q""","IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q",2,FALSE,"IMDB_Rating,Rotten_Tomatoes_Rating",2,,,,,,,"mark=point|x=IMDB_Rating,Q|y=Rotten_Tomatoes_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""}}}",point,,,FALSE
polestar,118,Movies,2,523,BOOKMARK_ADD,3/23/2015 17:38:00,"""mark=line|x=year_Release_Date,T|y=avg_Worldwide_Gross,Q""","avg_Worldwide_Gross,Q|year_year_Release_Date,T",2,TRUE,"Worldwide_Gross,year_Release_Date",2,,,,,,,"mark=line|x=year_year_Release_Date,T|y=avg_Worldwide_Gross,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross"",""aggr"":""avg""}}}",line,,,FALSE
polestar,118,Movies,2,577,BOOKMARK_ADD,3/23/2015 17:40:00,"""mark=line|x=year_Release_Date,T|y=avg_US_DVD_Sales,Q""","avg_US_DVD_Sales,Q|year_year_Release_Date,T",2,TRUE,"US_DVD_Sales,year_Release_Date",2,,,,,,,"mark=line|x=year_year_Release_Date,T|y=avg_US_DVD_Sales,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales"",""aggr"":""avg""}}}",line,,,FALSE
polestar,118,Movies,2,586,BOOKMARK_ADD,3/23/2015 17:40:00,"""mark=point|x=year_Release_Date,T|y=US_DVD_Sales,Q""","US_DVD_Sales,Q|year_year_Release_Date,T",2,FALSE,"US_DVD_Sales,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=US_DVD_Sales,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""US_DVD_Sales""}}}",point,,,FALSE
polestar,118,Movies,2,671,BOOKMARK_ADD,3/23/2015 17:41:00,"""mark=bar|x=avg_Rotten_Tomatoes_Rating,Q|y=Major_Genre,O""","Major_Genre,O|avg_Rotten_Tomatoes_Rating,Q",2,TRUE,"Major_Genre,Rotten_Tomatoes_Rating",2,,,,,,,"mark=bar|x=avg_Rotten_Tomatoes_Rating,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
polestar,118,Movies,2,804,BOOKMARK_ADD,3/23/2015 17:46:00,"""mark=point|x=IMDB_Votes,Q|y=IMDB_Rating,Q""","IMDB_Rating,Q|IMDB_Votes,Q",2,FALSE,"IMDB_Rating,IMDB_Votes",2,,,,,,,"mark=point|x=IMDB_Votes,Q|y=IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Votes""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""}}}",point,,,FALSE
