tool,pid,dataset,session,index,action,time,data,fields,fields_count,is_aggregated,vars,vars_count,selected_fields,selected_fields_count,selected_vars,selected_vars_count,has_extra_field,isDrilldown,shorthand,spec,marktype,tooltip_count,hovered_data,bookmark_removed
polestar,689,Movies,2,321,BOOKMARK_ADD,3/23/2015 20:16:00,"""mark=point|x=IMDB_Rating,Q|y=IMDB_Votes,Q|col=year_Release_Date,T|color=Production_Budget,Q""","IMDB_Rating,Q|IMDB_Votes,Q|Production_Budget,Q|year_year_Release_Date,T",4,FALSE,"IMDB_Rating,IMDB_Votes,Production_Budget,year_Release_Date",4,,,,,,,"mark=point|x=IMDB_Rating,Q|y=IMDB_Votes,Q|col=year_year_Release_Date,T|color=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""IMDB_Votes""},""col"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""color"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
polestar,689,Movies,2,532,BOOKMARK_ADD,3/23/2015 20:22:00,"""mark=point|x=Director,O|y=Distributor,O""","Director,O|Distributor,O",2,FALSE,"Director,Distributor",2,,,,,,,"mark=point|x=Director,O|y=Distributor,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Director""},""y"":{""type"":""O"",""name"":""Distributor""}}}",point,,,FALSE
polestar,689,Movies,2,573,BOOKMARK_ADD,3/23/2015 20:23:00,"""mark=point|x=US_Gross,Q|y=Worldwide_Gross,Q""","US_Gross,Q|Worldwide_Gross,Q",2,FALSE,"US_Gross,Worldwide_Gross",2,,,,,,,"mark=point|x=US_Gross,Q|y=Worldwide_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""US_Gross""},""y"":{""type"":""Q"",""name"":""Worldwide_Gross""}}}",point,,,FALSE
polestar,689,Movies,2,619,BOOKMARK_ADD,3/23/2015 20:24:00,"""mark=point|x=Rotten_Tomatoes_Rating,Q|y=Production_Budget,Q""","Production_Budget,Q|Rotten_Tomatoes_Rating,Q",2,FALSE,"Production_Budget,Rotten_Tomatoes_Rating",2,,,,,,,"mark=point|x=Rotten_Tomatoes_Rating,Q|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
polestar,689,Movies,2,623,BOOKMARK_ADD,3/23/2015 20:24:00,"""mark=point|x=IMDB_Rating,Q|y=Production_Budget,Q""","IMDB_Rating,Q|Production_Budget,Q",2,FALSE,"IMDB_Rating,Production_Budget",2,,,,,,,"mark=point|x=IMDB_Rating,Q|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
polestar,689,Movies,2,702,BOOKMARK_ADD,3/23/2015 20:29:00,"""mark=point|x=Director,O|y=count_*,Q|color=avg_Rotten_Tomatoes_Rating,Q""","count_*,Q|Director,O|avg_Rotten_Tomatoes_Rating,Q",3,TRUE,"Director,Rotten_Tomatoes_Rating",2,,,,,,,"mark=point|x=Director,O|y=count_*,Q|color=avg_Rotten_Tomatoes_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Director""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating"",""aggr"":""avg""}}}",point,,,FALSE
polestar,689,Movies,2,757,BOOKMARK_ADD,3/23/2015 20:31:00,"""mark=point|x=Director,O|y=avg_Production_Budget,Q|size=avg_IMDB_Rating,Q""","Director,O|avg_IMDB_Rating,Q|avg_Production_Budget,Q",3,TRUE,"Director,IMDB_Rating,Production_Budget",3,,,,,,,"mark=point|x=Director,O|y=avg_Production_Budget,Q|size=avg_IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""O"",""name"":""Director""},""y"":{""type"":""Q"",""name"":""Production_Budget"",""aggr"":""avg""},""size"":{""type"":""Q"",""name"":""IMDB_Rating"",""aggr"":""avg""}}}",point,,,FALSE
polestar,689,Movies,2,775,BOOKMARK_REMOVE,3/23/2015 20:31:00,"""mark=point|x=year_Release_Date,T|y=Title,O""","Title,O|year_year_Release_Date,T",2,FALSE,"Title,year_Release_Date",2,,,,,,,"mark=point|x=year_year_Release_Date,T|y=Title,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Title""}}}",point,,,
voyager,689,Birdstrikes,1,64,BOOKMARK_ADD,3/23/2015 19:28:00,"""mark=bar|x=count_*,Q|y=Origin_State,O""","count_*,Q|Origin_State,O",2,TRUE,Origin_State,1,,,,,,FALSE,"mark=bar|x=count_*,Q|y=Origin_State,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Origin_State""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,65,BOOKMARK_ADD,3/23/2015 19:28:00,"""mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O""","count_*,Q|Effect__Amount_of_damage,O",2,TRUE,Effect__Amount_of_damage,1,,,,,,FALSE,"mark=bar|x=count_*,Q|y=Effect__Amount_of_damage,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,77,BOOKMARK_ADD,3/23/2015 19:29:00,"""mark=bar|x=count_*,Q|y=When__Time_of_day,O""","count_*,Q|When__Time_of_day,O",2,TRUE,When__Time_of_day,1,,,,,,FALSE,"mark=bar|x=count_*,Q|y=When__Time_of_day,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""When__Time_of_day""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,89,BOOKMARK_ADD,3/23/2015 19:29:00,"""mark=bar|x=count_*,Q|y=Wildlife__Size,O""","count_*,Q|Wildlife__Size,O",2,TRUE,Wildlife__Size,1,,,,,,FALSE,"mark=bar|x=count_*,Q|y=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,TRUE
voyager,689,Birdstrikes,1,108,BOOKMARK_ADD,3/23/2015 19:31:00,"""mark=bar|x=count_*,Q|y=Wildlife__Species,O""","count_*,Q|Wildlife__Species,O",2,TRUE,Wildlife__Species,1,,,,,,FALSE,"mark=bar|x=count_*,Q|y=Wildlife__Species,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Species""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,319,BOOKMARK_ADD,3/23/2015 19:41:00,"""mark=text|row=Effect__Amount_of_damage,O|col=Origin_State,O|color=count_*,Q|text=count_*,Q""","count_*,Q|count_*,Q|Effect__Amount_of_damage,O|Origin_State,O",4,TRUE,"Effect__Amount_of_damage,Origin_State",2,"Effect__Amount_of_damage,O|Origin_State,O",2,"Effect__Amount_of_damage,Origin_State",2,TRUE,TRUE,"mark=text|row=Effect__Amount_of_damage,O|col=Origin_State,O|color=count_*,Q|text=count_*,Q","{""marktype"":""text"",""enc"":{""row"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""col"":{""type"":""O"",""name"":""Origin_State""},""color"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""text"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",text,,,FALSE
voyager,689,Birdstrikes,1,422,BOOKMARK_REMOVE,3/23/2015 19:43:00,"""mark=bar|x=count_*,Q|y=Wildlife__Size,O""","count_*,Q|Wildlife__Size,O",2,TRUE,Wildlife__Size,1,,0,,0,TRUE,FALSE,"mark=bar|x=count_*,Q|y=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,
voyager,689,Birdstrikes,1,485,BOOKMARK_ADD,3/23/2015 19:46:00,"""mark=tick|x=Speed_IAS_in_knots,Q|y=Effect__Amount_of_damage,O""","Effect__Amount_of_damage,O|Speed_IAS_in_knots,Q",2,FALSE,"Effect__Amount_of_damage,Speed_IAS_in_knots",2,"Effect__Amount_of_damage,O",1,Effect__Amount_of_damage,1,TRUE,FALSE,"mark=tick|x=Speed_IAS_in_knots,Q|y=Effect__Amount_of_damage,O","{""marktype"":""tick"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots""},""y"":{""type"":""O"",""name"":""Effect__Amount_of_damage""}}}",tick,,,FALSE
voyager,689,Birdstrikes,1,559,BOOKMARK_ADD,3/23/2015 19:48:00,"""mark=bar|x=sum_Speed_IAS_in_knots,Q|y=Aircraft__Airline_Operator,O""","Aircraft__Airline_Operator,O|sum_Speed_IAS_in_knots,Q",2,TRUE,"Aircraft__Airline_Operator,Speed_IAS_in_knots",2,"Speed_IAS_in_knots,Q",1,Speed_IAS_in_knots,1,TRUE,FALSE,"mark=bar|x=sum_Speed_IAS_in_knots,Q|y=Aircraft__Airline_Operator,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Speed_IAS_in_knots"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Aircraft__Airline_Operator""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,645,BOOKMARK_ADD,3/23/2015 19:51:00,"""mark=bar|x=sum_Cost__Repair,Q|y=Wildlife__Species,O""","sum_Cost__Repair,Q|Wildlife__Species,O",2,TRUE,"Cost__Repair,Wildlife__Species",2,"Wildlife__Species,O",1,Wildlife__Species,1,TRUE,FALSE,"mark=bar|x=sum_Cost__Repair,Q|y=Wildlife__Species,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Repair"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Wildlife__Species""}}}",bar,,,FALSE
voyager,689,Birdstrikes,1,770,BOOKMARK_ADD,3/23/2015 19:55:00,"""mark=line|x=year_Flight_Date,T|y=count_*,Q""","count_*,Q|year_year_Flight_Date,T",2,TRUE,year_Flight_Date,1,,0,,0,TRUE,FALSE,"mark=line|x=year_year_Flight_Date,T|y=count_*,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",line,,,FALSE
voyager,689,Birdstrikes,1,796,BOOKMARK_ADD,3/23/2015 19:56:00,"""mark=line|x=year_Flight_Date,T|y=sum_Cost__Other,Q""","sum_Cost__Other,Q|year_year_Flight_Date,T",2,TRUE,"Cost__Other,year_Flight_Date",2,"Flight_Date,T",1,Flight_Date,1,TRUE,FALSE,"mark=line|x=year_year_Flight_Date,T|y=sum_Cost__Other,Q","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Cost__Other"",""aggr"":""sum""}}}",line,,,FALSE
voyager,689,Birdstrikes,1,802,BOOKMARK_ADD,3/23/2015 19:56:00,"""mark=point|x=year_Flight_Date,T|y=Cost__Other,Q""","Cost__Other,Q|year_year_Flight_Date,T",2,FALSE,"Cost__Other,year_Flight_Date",2,"Flight_Date,T",1,Flight_Date,1,TRUE,FALSE,"mark=point|x=year_year_Flight_Date,T|y=Cost__Other,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Flight_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""Cost__Other""}}}",point,,,FALSE
polestar,721,Birdstrikes,2,67,BOOKMARK_ADD,3/13/2015 20:49:00,"""mark=line|x=month_Flight_Date,T|y=count_*,Q|color=Origin_State,O""","count_*,Q|Origin_State,O|month_month_Flight_Date,T",3,TRUE,"Origin_State,month_Flight_Date",2,,,,,,,"mark=line|x=month_month_Flight_Date,T|y=count_*,Q|color=Origin_State,O","{""marktype"":""line"",""enc"":{""x"":{""type"":""T"",""name"":""month_Flight_Date"",""fn"":""month""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",line,,,FALSE
polestar,721,Birdstrikes,2,144,BOOKMARK_ADD,3/13/2015 20:52:00,"""mark=point|x=count_*,Q|y=Wildlife__Species,O|color=Origin_State,O""","count_*,Q|Origin_State,O|Wildlife__Species,O",3,TRUE,"Origin_State,Wildlife__Species",2,,,,,,,"mark=point|x=count_*,Q|y=Wildlife__Species,O|color=Origin_State,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",point,,,FALSE
polestar,721,Birdstrikes,2,245,BOOKMARK_ADD,3/13/2015 20:55:00,"""mark=point|x=count_*,Q|y=Wildlife__Species,O|size=Effect__Amount_of_damage,O|color=Origin_State,O""","count_*,Q|Effect__Amount_of_damage,O|Origin_State,O|Wildlife__Species,O",4,TRUE,"Effect__Amount_of_damage,Origin_State,Wildlife__Species",3,,,,,,,"mark=point|x=count_*,Q|y=Wildlife__Species,O|size=Effect__Amount_of_damage,O|color=Origin_State,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""y"":{""type"":""O"",""name"":""Wildlife__Species""},""size"":{""type"":""O"",""name"":""Effect__Amount_of_damage""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",point,,,FALSE
polestar,721,Birdstrikes,2,323,BOOKMARK_ADD,3/13/2015 20:59:00,"""mark=bar|x=Wildlife__Species,O|y=sum_Cost__Total_$,Q|color=Origin_State,O""","sum_Cost__Total_$,Q|Origin_State,O|Wildlife__Species,O",3,TRUE,"Cost__Total_$,Origin_State,Wildlife__Species",3,,,,,,,"mark=bar|x=Wildlife__Species,O|y=sum_Cost__Total_$,Q|color=Origin_State,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""Wildlife__Species""},""y"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""color"":{""type"":""O"",""name"":""Origin_State""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,431,BOOKMARK_ADD,3/13/2015 21:02:00,"""mark=bar|x=bin_Speed_IAS_in_knots,Q|y=count_*,Q|color=avg_Cost__Total_$,Q""","count_*,Q|avg_Cost__Total_$,Q|bin_Speed_IAS_in_knots,Q",3,TRUE,"Cost__Total_$,Speed_IAS_in_knots",2,,,,,,,"mark=bar|x=bin_Speed_IAS_in_knots,Q|y=count_*,Q|color=avg_Cost__Total_$,Q","{""marktype"":""bar"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""Speed_IAS_in_knots""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,508,BOOKMARK_ADD,3/13/2015 21:04:00,"""mark=bar|x=When__Time_of_day,O|y=count_*,Q|color=avg_Speed_IAS_in_knots,Q""","count_*,Q|avg_Speed_IAS_in_knots,Q|When__Time_of_day,O",3,TRUE,"Speed_IAS_in_knots,When__Time_of_day",2,,,,,,,"mark=bar|x=When__Time_of_day,O|y=count_*,Q|color=avg_Speed_IAS_in_knots,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Time_of_day""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""Q"",""name"":""Speed_IAS_in_knots"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,558,BOOKMARK_ADD,3/13/2015 21:06:00,"""mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|col=Origin_State,O|color=avg_Speed_IAS_in_knots,Q""","count_*,Q|Origin_State,O|avg_Speed_IAS_in_knots,Q|When__Phase_of_flight,O",4,TRUE,"Origin_State,Speed_IAS_in_knots,When__Phase_of_flight",3,,,,,,,"mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|col=Origin_State,O|color=avg_Speed_IAS_in_knots,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""col"":{""type"":""O"",""name"":""Origin_State""},""color"":{""type"":""Q"",""name"":""Speed_IAS_in_knots"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,564,BOOKMARK_ADD,3/13/2015 21:06:00,"""mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|color=avg_Speed_IAS_in_knots,Q""","count_*,Q|avg_Speed_IAS_in_knots,Q|When__Phase_of_flight,O",3,TRUE,"Speed_IAS_in_knots,When__Phase_of_flight",2,,,,,,,"mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|color=avg_Speed_IAS_in_knots,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""Q"",""name"":""Speed_IAS_in_knots"",""aggr"":""avg""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,599,BOOKMARK_ADD,3/13/2015 21:08:00,"""mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|color=Wildlife__Size,O""","count_*,Q|When__Phase_of_flight,O|Wildlife__Size,O",3,TRUE,"When__Phase_of_flight,Wildlife__Size",2,,,,,,,"mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|color=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""color"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,671,BOOKMARK_ADD,3/13/2015 21:10:00,"""mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|col=When__Time_of_day,O|color=Wildlife__Size,O""","count_*,Q|When__Phase_of_flight,O|When__Time_of_day,O|Wildlife__Size,O",4,TRUE,"When__Phase_of_flight,When__Time_of_day,Wildlife__Size",3,,,,,,,"mark=bar|x=When__Phase_of_flight,O|y=count_*,Q|col=When__Time_of_day,O|color=Wildlife__Size,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""O"",""name"":""When__Phase_of_flight""},""y"":{""type"":""Q"",""name"":""*"",""aggr"":""count""},""col"":{""type"":""O"",""name"":""When__Time_of_day""},""color"":{""type"":""O"",""name"":""Wildlife__Size""}}}",bar,,,FALSE
polestar,721,Birdstrikes,2,849,BOOKMARK_ADD,3/13/2015 21:15:00,"""mark=bar|x=sum_Cost__Total_$,Q|y=Aircraft__Make_Model,O|color=count_*,Q""","count_*,Q|Aircraft__Make_Model,O|sum_Cost__Total_$,Q",3,TRUE,"Aircraft__Make_Model,Cost__Total_$",2,,,,,,,"mark=bar|x=sum_Cost__Total_$,Q|y=Aircraft__Make_Model,O|color=count_*,Q","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""Cost__Total_$"",""aggr"":""sum""},""y"":{""type"":""O"",""name"":""Aircraft__Make_Model""},""color"":{""type"":""Q"",""name"":""*"",""aggr"":""count""}}}",bar,,,FALSE
voyager,721,Movies,1,394,BOOKMARK_ADD,3/13/2015 20:11:00,"""mark=bar|x=avg_IMDB_Rating,Q|y=Major_Genre,O""","avg_IMDB_Rating,Q|Major_Genre,O",2,TRUE,"IMDB_Rating,Major_Genre",2,"Major_Genre,O|IMDB_Rating,Q",2,"IMDB_Rating,Major_Genre",2,FALSE,TRUE,"mark=bar|x=avg_IMDB_Rating,Q|y=Major_Genre,O","{""marktype"":""bar"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating"",""aggr"":""avg""},""y"":{""type"":""O"",""name"":""Major_Genre""}}}",bar,,,FALSE
voyager,721,Movies,1,524,BOOKMARK_ADD,3/13/2015 20:15:00,"""mark=point|x=year_Release_Date,T|y=Title,O|size=avg_IMDB_Rating,Q""","avg_IMDB_Rating,Q|Title,O|year_year_Release_Date,T",3,TRUE,"IMDB_Rating,Title,year_Release_Date",3,"Title,O|Release_Date,T|IMDB_Rating,Q",3,"IMDB_Rating,Release_Date,Title",3,FALSE,TRUE,"mark=point|x=year_year_Release_Date,T|y=Title,O|size=avg_IMDB_Rating,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""O"",""name"":""Title""},""size"":{""type"":""Q"",""name"":""IMDB_Rating"",""aggr"":""avg""}}}",point,,,FALSE
voyager,721,Movies,1,623,BOOKMARK_ADD,3/13/2015 20:18:00,"""mark=point|x=year_Release_Date,T|y=IMDB_Rating,Q|detail=Title,O""","IMDB_Rating,Q|Title,O|year_year_Release_Date,T",3,FALSE,"IMDB_Rating,Title,year_Release_Date",3,"Title,O|Release_Date,T|IMDB_Rating,Q",3,"IMDB_Rating,Release_Date,Title",3,FALSE,TRUE,"mark=point|x=year_year_Release_Date,T|y=IMDB_Rating,Q|detail=Title,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""T"",""name"":""year_Release_Date"",""fn"":""year""},""y"":{""type"":""Q"",""name"":""IMDB_Rating""},""detail"":{""type"":""O"",""name"":""Title""}}}",point,,,FALSE
voyager,721,Movies,1,719,BOOKMARK_ADD,3/13/2015 20:20:00,"""mark=point|x=IMDB_Rating,Q|y=US_Gross,Q""","IMDB_Rating,Q|US_Gross,Q",2,FALSE,"IMDB_Rating,US_Gross",2,"IMDB_Rating,Q|US_Gross,Q",2,"IMDB_Rating,US_Gross",2,FALSE,TRUE,"mark=point|x=IMDB_Rating,Q|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,TRUE
voyager,721,Movies,1,758,BOOKMARK_ADD,3/13/2015 20:22:00,"""mark=point|x=IMDB_Rating,Q|y=US_Gross,Q|color=Major_Genre,O""","IMDB_Rating,Q|Major_Genre,O|US_Gross,Q",3,FALSE,"IMDB_Rating,Major_Genre,US_Gross",3,"Major_Genre,O|IMDB_Rating,Q|US_Gross,Q",3,"IMDB_Rating,Major_Genre,US_Gross",3,FALSE,TRUE,"mark=point|x=IMDB_Rating,Q|y=US_Gross,Q|color=Major_Genre,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""US_Gross""},""color"":{""type"":""O"",""name"":""Major_Genre""}}}",point,,,FALSE
voyager,721,Movies,1,1130,BOOKMARK_ADD,3/13/2015 20:31:00,"""mark=point|x=IMDB_Rating,Q|y=Rotten_Tomatoes_Rating,Q|size=US_Gross,Q""","IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q|US_Gross,Q",3,FALSE,"IMDB_Rating,Rotten_Tomatoes_Rating,US_Gross",3,"IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q|US_Gross,Q",3,"IMDB_Rating,Rotten_Tomatoes_Rating,US_Gross",3,FALSE,TRUE,"mark=point|x=IMDB_Rating,Q|y=Rotten_Tomatoes_Rating,Q|size=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""Rotten_Tomatoes_Rating""},""size"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
voyager,721,Movies,1,1156,BOOKMARK_REMOVE,3/13/2015 20:31:00,"""mark=point|x=IMDB_Rating,Q|y=US_Gross,Q""","IMDB_Rating,Q|US_Gross,Q",2,FALSE,"IMDB_Rating,US_Gross",2,"IMDB_Rating,Q|Rotten_Tomatoes_Rating,Q|US_Gross,Q",3,"IMDB_Rating,Rotten_Tomatoes_Rating,US_Gross",3,TRUE,FALSE,"mark=point|x=IMDB_Rating,Q|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""IMDB_Rating""},""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,
polestar,842,Movies,1,181,BOOKMARK_ADD,3/19/2015 20:03:00,"""mark=point|y=Production_Budget,Q""","Production_Budget,Q",1,FALSE,Production_Budget,1,,,,,,,"mark=point|y=Production_Budget,Q","{""marktype"":""point"",""enc"":{""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",point,,,FALSE
polestar,842,Movies,1,410,BOOKMARK_ADD,3/19/2015 20:09:00,"""mark=tick|x=bin_Production_Budget,Q|y=US_Gross,Q|color=Major_Genre,O""","Major_Genre,O|bin_Production_Budget,Q|US_Gross,Q",3,FALSE,"Major_Genre,Production_Budget,US_Gross",3,,,,,,,"mark=tick|x=bin_Production_Budget,Q|y=US_Gross,Q|color=Major_Genre,O","{""marktype"":""tick"",""enc"":{""x"":{""bin"":true,""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""Q"",""name"":""US_Gross""},""color"":{""type"":""O"",""name"":""Major_Genre""}}}",tick,,,FALSE
polestar,842,Movies,1,537,BOOKMARK_ADD,3/19/2015 20:12:00,"""mark=tick|x=Major_Genre,O|y=Production_Budget,Q""","Major_Genre,O|Production_Budget,Q",2,FALSE,"Major_Genre,Production_Budget",2,,,,,,,"mark=tick|x=Major_Genre,O|y=Production_Budget,Q","{""marktype"":""tick"",""enc"":{""x"":{""type"":""O"",""name"":""Major_Genre""},""y"":{""type"":""Q"",""name"":""Production_Budget""}}}",tick,,,FALSE
polestar,842,Movies,1,619,BOOKMARK_ADD,3/19/2015 20:15:00,"""mark=point|x=Production_Budget,Q|y=bin_IMDB_Rating,Q|color=US_Gross,Q""","bin_IMDB_Rating,Q|Production_Budget,Q|US_Gross,Q",3,FALSE,"IMDB_Rating,Production_Budget,US_Gross",3,,,,,,,"mark=point|x=Production_Budget,Q|y=bin_IMDB_Rating,Q|color=US_Gross,Q","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Production_Budget""},""y"":{""bin"":true,""type"":""Q"",""name"":""IMDB_Rating""},""color"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
polestar,842,Movies,1,649,BOOKMARK_ADD,3/19/2015 20:17:00,"""mark=point|x=Production_Budget,Q|y=Distributor,O""","Distributor,O|Production_Budget,Q",2,FALSE,"Distributor,Production_Budget",2,,,,,,,"mark=point|x=Production_Budget,Q|y=Distributor,O","{""marktype"":""point"",""enc"":{""x"":{""type"":""Q"",""name"":""Production_Budget""},""y"":{""type"":""O"",""name"":""Distributor""}}}",point,,,FALSE
polestar,842,Movies,1,668,BOOKMARK_ADD,3/19/2015 20:17:00,"""mark=point|y=US_Gross,Q""","US_Gross,Q",1,FALSE,US_Gross,1,,,,,,,"mark=point|y=US_Gross,Q","{""marktype"":""point"",""enc"":{""y"":{""type"":""Q"",""name"":""US_Gross""}}}",point,,,FALSE
